文件路径,识别结果,位置,置信度,用时
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7841374278068542,0.09047460556030273
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 308]",0.8220101594924927,0.09047460556030273
QQ视频20240414145138.mp4,红细胞,"[582, 176, 639, 249]",0.8235650658607483,0.09047460556030273
QQ视频20240414145138.mp4,红细胞,"[162, 402, 236, 465]",0.8237581253051758,0.09047460556030273
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238681554794312,0.09047460556030273
QQ视频20240414145138.mp4,红细胞,"[0, 390, 68, 465]",0.8621425032615662,0.09047460556030273
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8622746467590332,0.09047460556030273
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9080659747123718,0.09047460556030273
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 142, 422]",0.9249280095100403,0.09047460556030273
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5579521656036377,0.09066963195800781
QQ视频20240414145138.mp4,红细胞,"[55, 361, 198, 458]",0.7808287739753723,0.09066963195800781
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7841711640357971,0.09066963195800781
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 308]",0.8220670223236084,0.09066963195800781
QQ视频20240414145138.mp4,红细胞,"[582, 176, 639, 249]",0.823519229888916,0.09066963195800781
QQ视频20240414145138.mp4,红细胞,"[162, 402, 236, 465]",0.8236548900604248,0.09066963195800781
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8237631916999817,0.09066963195800781
QQ视频20240414145138.mp4,红细胞,"[0, 390, 68, 465]",0.8622243404388428,0.09066963195800781
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8623027801513672,0.09066963195800781
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9080392122268677,0.09066963195800781
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 142, 422]",0.9248991012573242,0.09066963195800781
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5571093559265137,0.09201979637145996
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7876474857330322,0.09201979637145996
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7885370850563049,0.09201979637145996
QQ视频20240414145138.mp4,嗜碱细胞,"[290, 179, 597, 250]",0.8226799368858337,0.09201979637145996
QQ视频20240414145138.mp4,红细胞,"[582, 176, 639, 249]",0.8229576349258423,0.09201979637145996
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8270165920257568,0.09201979637145996
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8278118968009949,0.09201979637145996
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8617638945579529,0.09201979637145996
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8618507385253906,0.09201979637145996
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9074739813804626,0.09201979637145996
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9266073703765869,0.09201979637145996
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5541690587997437,0.0996847152709961
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7849220633506775,0.0996847152709961
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.786460280418396,0.0996847152709961
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131999969482,0.0996847152709961
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.0996847152709961
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8255417346954346,0.0996847152709961
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261275887489319,0.0996847152709961
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8621299266815186,0.0996847152709961
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628970384597778,0.0996847152709961
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078016877174377,0.0996847152709961
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9265472888946533,0.0996847152709961
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5540122389793396,0.09487557411193848
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7846963405609131,0.09487557411193848
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7863978147506714,0.09487557411193848
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131999969482,0.09487557411193848
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.09487557411193848
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8254814147949219,0.09487557411193848
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261228799819946,0.09487557411193848
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8619325757026672,0.09487557411193848
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628153204917908,0.09487557411193848
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078019857406616,0.09487557411193848
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9264626502990723,0.09487557411193848
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5541690587997437,0.09003353118896484
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7849220633506775,0.09003353118896484
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.786460280418396,0.09003353118896484
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131999969482,0.09003353118896484
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.09003353118896484
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8255417346954346,0.09003353118896484
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261275887489319,0.09003353118896484
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8621299266815186,0.09003353118896484
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628970384597778,0.09003353118896484
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078016877174377,0.09003353118896484
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9265472888946533,0.09003353118896484
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5540122389793396,0.09853482246398926
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7846963405609131,0.09853482246398926
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7863978147506714,0.09853482246398926
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131999969482,0.09853482246398926
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.09853482246398926
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8254814147949219,0.09853482246398926
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261228799819946,0.09853482246398926
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8619325757026672,0.09853482246398926
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628153204917908,0.09853482246398926
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078019857406616,0.09853482246398926
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9264626502990723,0.09853482246398926
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5541690587997437,0.09408354759216309
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7849220633506775,0.09408354759216309
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.786460280418396,0.09408354759216309
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131999969482,0.09408354759216309
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.09408354759216309
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8255417346954346,0.09408354759216309
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261275887489319,0.09408354759216309
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8621299266815186,0.09408354759216309
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628970384597778,0.09408354759216309
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078016877174377,0.09408354759216309
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9265472888946533,0.09408354759216309
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5540122389793396,0.09485268592834473
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7846963405609131,0.09485268592834473
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7863978147506714,0.09485268592834473
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131999969482,0.09485268592834473
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.09485268592834473
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8254814147949219,0.09485268592834473
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261228799819946,0.09485268592834473
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8619325757026672,0.09485268592834473
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628153204917908,0.09485268592834473
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078019857406616,0.09485268592834473
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9264626502990723,0.09485268592834473
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5541690587997437,0.09602117538452148
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7849220633506775,0.09602117538452148
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.786460280418396,0.09602117538452148
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131999969482,0.09602117538452148
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.09602117538452148
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8255417346954346,0.09602117538452148
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261275887489319,0.09602117538452148
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8621299266815186,0.09602117538452148
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628970384597778,0.09602117538452148
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078016877174377,0.09602117538452148
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9265472888946533,0.09602117538452148
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5540122389793396,0.09706330299377441
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7846963405609131,0.09706330299377441
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7863978147506714,0.09706330299377441
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131999969482,0.09706330299377441
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.09706330299377441
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8254814147949219,0.09706330299377441
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261228799819946,0.09706330299377441
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8619325757026672,0.09706330299377441
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628153204917908,0.09706330299377441
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078019857406616,0.09706330299377441
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9264626502990723,0.09706330299377441
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5541690587997437,0.09641265869140625
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7849220633506775,0.09641265869140625
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.786460280418396,0.09641265869140625
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131999969482,0.09641265869140625
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.09641265869140625
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8255417346954346,0.09641265869140625
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261275887489319,0.09641265869140625
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8621299266815186,0.09641265869140625
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628970384597778,0.09641265869140625
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078016877174377,0.09641265869140625
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9265472888946533,0.09641265869140625
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5540122389793396,0.09750533103942871
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7846963405609131,0.09750533103942871
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7863978147506714,0.09750533103942871
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131999969482,0.09750533103942871
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.09750533103942871
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8254814147949219,0.09750533103942871
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261228799819946,0.09750533103942871
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8619325757026672,0.09750533103942871
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628153204917908,0.09750533103942871
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078019857406616,0.09750533103942871
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9264626502990723,0.09750533103942871
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5541690587997437,0.09872746467590332
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.784922182559967,0.09872746467590332
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7864603400230408,0.09872746467590332
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238157629966736,0.09872746467590332
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8246985673904419,0.09872746467590332
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8255417346954346,0.09872746467590332
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261273503303528,0.09872746467590332
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8621302247047424,0.09872746467590332
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628970384597778,0.09872746467590332
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.907801628112793,0.09872746467590332
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9265472888946533,0.09872746467590332
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5540122389793396,0.09655928611755371
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.784696638584137,0.09655928611755371
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7863977551460266,0.09655928611755371
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238158822059631,0.09655928611755371
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8246985673904419,0.09655928611755371
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8254814743995667,0.09655928611755371
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261227607727051,0.09655928611755371
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8619327545166016,0.09655928611755371
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628153204917908,0.09655928611755371
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078016877174377,0.09655928611755371
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9264626502990723,0.09655928611755371
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5541690587997437,0.0916142463684082
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7849166393280029,0.0916142463684082
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7864575386047363,0.0916142463684082
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238165378570557,0.0916142463684082
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8246944546699524,0.0916142463684082
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8255419731140137,0.0916142463684082
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261268734931946,0.0916142463684082
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8621300458908081,0.0916142463684082
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628971576690674,0.0916142463684082
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078022837638855,0.0916142463684082
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9265472888946533,0.0916142463684082
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5540023446083069,0.09501981735229492
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7847089767456055,0.09501981735229492
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7864020466804504,0.09501981735229492
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238160014152527,0.09501981735229492
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8246985673904419,0.09501981735229492
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8254931569099426,0.09501981735229492
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261235356330872,0.09501981735229492
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8619036078453064,0.09501981735229492
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628162145614624,0.09501981735229492
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078018069267273,0.09501981735229492
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.926460325717926,0.09501981735229492
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5541415214538574,0.09592843055725098
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7849240899085999,0.09592843055725098
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7864599227905273,0.09592843055725098
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238130211830139,0.09592843055725098
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.09592843055725098
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8255439400672913,0.09592843055725098
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261274695396423,0.09592843055725098
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8621252775192261,0.09592843055725098
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628973364830017,0.09592843055725098
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078018069267273,0.09592843055725098
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9265471696853638,0.09592843055725098
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5540023446083069,0.0971689224243164
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.784709095954895,0.0971689224243164
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7864021062850952,0.0971689224243164
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131403923035,0.0971689224243164
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.0971689224243164
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.825493335723877,0.0971689224243164
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261234760284424,0.0971689224243164
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.861903727054596,0.0971689224243164
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628162145614624,0.0971689224243164
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078019261360168,0.0971689224243164
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.926460325717926,0.0971689224243164
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5541417002677917,0.09966683387756348
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7849183678627014,0.09966683387756348
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7864572405815125,0.09966683387756348
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238137364387512,0.09966683387756348
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247367739677429,0.09966683387756348
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8255436420440674,0.09966683387756348
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261268138885498,0.09966683387756348
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8621252775192261,0.09966683387756348
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628973364830017,0.09966683387756348
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.907802402973175,0.09966683387756348
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.926547110080719,0.09966683387756348
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5539838075637817,0.10353946685791016
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7847093343734741,0.10353946685791016
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7863993048667908,0.10353946685791016
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131403923035,0.10353946685791016
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.10353946685791016
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8254937529563904,0.10353946685791016
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261232972145081,0.10353946685791016
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8619008660316467,0.10353946685791016
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628160953521729,0.10353946685791016
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078018069267273,0.10353946685791016
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9264602065086365,0.10353946685791016
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5541295409202576,0.10145783424377441
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7849214673042297,0.10145783424377441
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7864605188369751,0.10145783424377441
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238136768341064,0.10145783424377441
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247367739677429,0.10145783424377441
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8255477547645569,0.10145783424377441
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261270523071289,0.10145783424377441
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.86211097240448,0.10145783424377441
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628977537155151,0.10145783424377441
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078022837638855,0.10145783424377441
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9265464544296265,0.10145783424377441
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.5539755821228027,0.0990898609161377
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7847067713737488,0.0990898609161377
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7863982915878296,0.0990898609161377
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238131403923035,0.0990898609161377
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8247408270835876,0.0990898609161377
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8254901170730591,0.0990898609161377
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261228203773499,0.0990898609161377
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8619027137756348,0.0990898609161377
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.8628158569335938,0.0990898609161377
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078019857406616,0.0990898609161377
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9264621734619141,0.0990898609161377
QQ视频20240414145138.mp4,红细胞,"[0, 250, 63, 286]",0.554117739200592,0.09793996810913086
QQ视频20240414145138.mp4,红细胞,"[56, 361, 198, 459]",0.7849178910255432,0.09793996810913086
QQ视频20240414145138.mp4,红细胞,"[153, 300, 235, 382]",0.7864809632301331,0.09793996810913086
QQ视频20240414145138.mp4,嗜碱细胞,"[289, 179, 597, 250]",0.8238236308097839,0.09793996810913086
QQ视频20240414145138.mp4,红细胞,"[581, 176, 639, 249]",0.8246944546699524,0.09793996810913086
QQ视频20240414145138.mp4,红细胞,"[42, 249, 224, 309]",0.8255621790885925,0.09793996810913086
QQ视频20240414145138.mp4,红细胞,"[161, 402, 236, 465]",0.8261266350746155,0.09793996810913086
QQ视频20240414145138.mp4,中性粒细胞,"[2, 175, 236, 242]",0.8621101975440979,0.09793996810913086
QQ视频20240414145138.mp4,红细胞,"[0, 389, 68, 465]",0.862897515296936,0.09793996810913086
QQ视频20240414145138.mp4,嗜酸细胞,"[266, 293, 547, 451]",0.9078040719032288,0.09793996810913086
QQ视频20240414145138.mp4,嗜酸细胞,"[0, 255, 143, 423]",0.9265446066856384,0.09793996810913086
